Order_ID,Gender_Category,Product_Line,Product_Name,Size,Units_Sold,MRP,Revenue,Order_Date,Sales_Channel,Region,Profit,%_pricepaid,Discount%,Cost_Price,Profit/Loss_%,Year,Month,Quarter
2004,Kids,Running,Free RN,10,1,5691.68,3813.4255999999996,2024-12-31,Online,Hyderabad,2588.88,0.6699999999999999,33.00000000000001,1224.5455999999995,211.4155650879805,2024,12,4
2004,Kids,Lifestyle,Dunk Low,8,2,6122.674999999999,7347.209999999999,2025-02-23,Retail,Bangalore,-276.83,0.6,40.0,7624.039999999999,-3.631014527730705,2025,2,1
2004,Kids,Running,React Infinity,12,2,6070.1900000000005,8134.0545999999995,2024-09-12,Retail,Delhi,187.89,0.6699999999999999,33.00000000000001,7946.164599999999,2.364536974227793,2024,9,3
2005,Women,Training,Flex Trainer,8,1,7363.96,4086.9977999999996,2024-12-31,Retail,Delhi,1415.98,0.5549999999999999,44.50000000000001,2671.0177999999996,53.012750420457714,2024,12,4
2005,Kids,Soccer,Mercurial Superfly,10,3,9794.84,20128.396200000003,2024-12-31,Retail,Hyderabad,2253.08,0.685,31.499999999999993,17875.3162,12.60442039061664,2024,12,4
2006,Kids,Training,Flex Trainer,7,3,6295.0,10953.3,2024-12-31,Retail,Delhi,-573.18,0.58,42.00000000000001,11526.48,-4.972723676265433,2024,12,4
2006,Men,Lifestyle,Waffle One,12,4,6064.42,17708.1064,2024-12-31,Online,Hyderabad,2936.55,0.73,27.0,14771.556400000001,19.879760266832815,2024,12,4
2006,Men,Lifestyle,Waffle One,12,2,6147.51,8975.3646,2023-09-26,Retail,Mumbai,-716.79,0.73,27.0,9692.154600000002,-7.395569195728675,2023,9,3
2006,Women,Basketball,Zoom Freak,10,1,8799.22,6159.453999999999,2023-08-13,Retail,Bangalore,-1109.57,0.7,30.000000000000004,7269.0239999999985,-15.264360112169118,2023,8,3
2006,Men,Training,SuperRep Go,8,3,6819.78,10741.1535,2025-04-06,Online,Bangalore,1802.09,0.525,47.5,8939.0635,20.15971807337536,2025,4,2
2007,Kids,Training,SuperRep Go,8,1,4912.45,1571.984,2024-12-31,Retail,Bangalore,2928.36,0.32,68.0,-1356.3760000000002,-215.8958872760945,2024,12,4
2007,Men,Soccer,Phantom GT,10,2,7652.31,11095.8495,2023-09-29,Retail,Bangalore,1515.95,0.725,27.500000000000004,9579.8995,15.824278741128758,2023,9,3
2007,Kids,Basketball,LeBron 20,7,2,6329.6,8355.072,2024-12-31,Retail,Kolkata,1779.99,0.66,34.0,6575.082,27.07175362984066,2024,12,4
2008,Women,Soccer,Premier III,11,1,5255.98,3127.3080999999997,2024-11-10,Online,Hyderabad,-731.18,0.595,40.5,3858.4880999999996,-18.94990942177585,2024,11,4
2008,Men,Running,Air Zoom,12,2,4854.18,5388.1398,2024-07-25,Retail,Mumbai,-639.42,0.5549999999999999,44.50000000000001,6027.5598,-10.60827301953935,2024,7,3
2009,Kids,Running,Pegasus Turbo,10,2,5374.34,9028.8912,2023-11-22,Retail,Delhi,1671.62,0.84,16.000000000000004,7357.2712,22.72065218963248,2023,11,4
2009,Men,Soccer,Mercurial Superfly,8,4,7150.045,20735.1305,2024-12-31,Online,Pune,3929.61,0.725,27.500000000000004,16805.5205,23.382852081255088,2024,12,4
2009,Women,Lifestyle,Dunk Low,8,2,6481.4,10888.751999999999,2024-07-26,Retail,Bangalore,522.93,0.84,16.000000000000004,10365.821999999998,5.044751877853971,2024,7,3
2010,Kids,Lifestyle,Waffle One,10,1,7949.83,4809.64715,2025-01-16,Online,Pune,1965.56,0.605,39.5,2844.08715,69.11039979910602,2025,1,1
2011,Women,Training,Flex Trainer,10,1,9586.08,5320.274399999999,2024-12-31,Retail,Hyderabad,1667.08,0.5549999999999999,44.50000000000001,3653.1943999999994,45.63348722969685,2024,12,4
2012,Kids,Running,Pegasus Turbo,9,2,9220.15,12355.000999999998,2025-04-02,Retail,Pune,2688.05,0.6699999999999999,33.00000000000001,9666.950999999997,27.806595895644868,2025,4,2
2012,Women,Soccer,Phantom GT,9,2,6356.455,7564.181449999999,2024-01-09,Retail,Hyderabad,-914.59,0.595,40.5,8478.771449999998,-10.786822187546996,2024,1,1
2012,Men,Basketball,Air Jordan,12,2,5974.92,5915.1708,2025-03-30,Retail,Bangalore,-685.96,0.495,50.5,6601.1308,-10.39155291393408,2025,3,1
2012,Men,Lifestyle,Dunk Low,12,3,2174.89,4763.0091,2024-12-31,Retail,Kolkata,-406.38,0.73,27.0,5169.3891,-7.861277070437588,2024,12,4
2013,Kids,Training,SuperRep Go,9,3,9671.05,16827.626999999997,2024-09-19,Online,Hyderabad,299.34,0.58,42.00000000000001,16528.286999999997,1.8110769736754937,2024,9,3
2013,Kids,Lifestyle,Blazer Mid,9,3,6569.37,4729.9464,2024-08-07,Online,Hyderabad,2827.54,0.24,76.0,1902.4063999999998,148.62965137207277,2024,8,3
2014,Women,Running,React Infinity,11,2,7006.295,8617.74285,2025-04-12,Online,Bangalore,-1044.4,0.615,38.5,9662.14285,-10.809196429961704,2025,4,2
2015,Kids,Basketball,Air Jordan,9,1,3285.52,2168.4432,2025-05-31,Retail,Kolkata,1193.21,0.66,34.0,975.2332000000001,122.35124891154237,2025,5,2
2016,Women,Basketball,Air Jordan,8,1,9871.75,2961.525,2024-12-31,Retail,Hyderabad,2452.69,0.3,70.0,508.83500000000004,482.0206943311683,2024,12,4
2016,Women,Training,Metcon 7,9,2,5462.8,6063.708,2024-03-15,Retail,Delhi,-263.86,0.5549999999999999,44.50000000000001,6327.567999999999,-4.1700065491196625,2024,3,1
2017,Women,Basketball,Air Jordan,9,4,6144.015,17203.242,2025-03-17,Retail,Delhi,1946.24,0.7,30.000000000000004,15257.001999999999,12.756372451153904,2025,3,1
2018,Women,Soccer,Phantom GT,6,2,6356.455,7564.181449999999,2024-11-13,Online,Bangalore,-777.58,0.595,40.5,8341.76145,-9.321532444445532,2024,11,4
2018,Men,Training,Metcon 7,12,2,6284.84,14706.525599999999,2024-12-31,Online,Bangalore,-966.89,1.17,-16.999999999999993,15673.415599999998,-6.168980805945068,2024,12,4
2018,Kids,Lifestyle,Blazer Mid,9,1,6569.37,5649.6582,2024-11-13,Online,Delhi,2109.48,0.86,14.000000000000002,3540.1782,59.58683096800043,2024,11,4
2018,Kids,Soccer,Tiempo Legend,10,2,5186.225,7105.128250000001,2025-02-15,Retail,Bangalore,-701.28,0.685,31.499999999999993,7806.40825,-8.98338874347239,2025,2,1
2019,Men,Lifestyle,Air Force 1,10,1,2452.52,294.3024,2024-07-26,Retail,Hyderabad,-1199.45,0.12,88.0,1493.7524,-80.29777893578614,2024,7,3
2019,Men,Basketball,LeBron 20,10,3,6730.48,17162.724,2024-08-13,Online,Delhi,347.96,0.85,15.000000000000002,16814.764,2.0693718924630757,2024,8,3
2019,Kids,Running,Air Zoom,6,2,3424.06,2191.3984,2025-01-17,Online,Hyderabad,1915.24,0.32,68.0,276.15840000000003,693.5295105997137,2025,1,1
2019,Men,Running,Air Zoom,8,2,4854.18,5388.1398,2024-12-31,Retail,Bangalore,-229.65,0.5549999999999999,44.50000000000001,5617.7898,-4.087906599851778,2024,12,4
2019,Men,Running,Free RN,12,2,8072.86,8960.8746,2024-12-31,Online,Kolkata,1387.97,0.5549999999999999,44.50000000000001,7572.904599999999,18.328106232844927,2024,12,4
2020,Kids,Lifestyle,Blazer Mid,12,3,7126.64,19028.128800000002,2025-05-10,Retail,Delhi,535.13,0.89,10.999999999999998,18492.9988,2.893689691906539,2025,5,2
2020,Men,Running,Air Zoom,12,2,5614.96,6232.605599999999,2025-03-05,Online,Kolkata,671.98,0.5549999999999999,44.50000000000001,5560.625599999999,12.084611486880183,2025,3,1
2020,Kids,Soccer,Tiempo Legend,10,1,5186.225,3474.7707500000006,2025-03-28,Retail,Mumbai,439.96,0.67,32.99999999999999,3034.8107500000006,14.497114853043138,2025,3,1
2021,Kids,Lifestyle,Waffle One,12,2,4561.67,5519.6206999999995,2024-02-13,Online,Pune,1720.61,0.605,39.5,3799.0107,45.29100168104291,2024,2,1
2021,Men,Lifestyle,Blazer Mid,8,3,3723.21,8153.829900000001,2025-06-22,Online,Bangalore,-1133.4,0.73,27.0,9287.2299,-12.203854240756979,2025,6,2
2021,Kids,Running,React Infinity,12,4,6070.1900000000005,16268.109199999999,2024-12-31,Online,Hyderabad,2465.98,0.6699999999999999,33.00000000000001,13802.1292,17.86666364491067,2024,12,4
2021,Men,Running,Free RN,10,1,7086.7,4677.222,2024-11-19,Retail,Hyderabad,-1120.49,0.66,34.0,5797.7119999999995,-19.326417041757164,2024,11,4
2021,Men,Running,React Infinity,12,3,2180.71,5364.5466,2024-12-31,Retail,Hyderabad,2277.63,0.82,18.000000000000004,3086.9165999999996,73.78333447686927,2024,12,4
2022,Women,Soccer,Premier III,8,1,5255.98,3127.3080999999997,2024-09-24,Online,Pune,3427.16,0.595,40.5,-299.8519000000001,-1142.9509034293258,2024,9,3
2022,Women,Lifestyle,Air Force 1,10,2,9378.52,19882.4624,2023-10-29,Retail,Mumbai,128.92,1.06,-6.000000000000005,19753.542400000002,0.6526424344020441,2023,10,4
2022,Kids,Training,ZoomX Invincible,10,3,6584.055,11456.2557,2024-11-27,Retail,Mumbai,689.62,0.58,42.00000000000001,10766.635699999999,6.405157741150284,2024,11,4
2023,Men,Basketball,Air Jordan,12,2,5974.92,5915.1708,2024-12-31,Online,Mumbai,2913.04,0.495,50.5,3002.1308,97.03241444376775,2024,12,4
2023,Men,Lifestyle,Waffle One,8,2,5003.95,7305.767,2025-10-01,Online,Mumbai,1498.37,0.73,27.0,5807.397,25.80106026848173,2025,10,4
2024,Kids,Training,SuperRep Go,12,3,4912.45,7368.674999999999,2024-12-28,Retail,Bangalore,1842.35,0.5,50.0,5526.324999999999,33.33770634191801,2024,12,4
2025,Women,Basketball,Kyrie Flytrap,8,3,9820.5,20623.05,2024-12-31,Retail,Mumbai,1900.15,0.7,30.000000000000004,18722.899999999998,10.148801734773995,2024,12,4
2025,Men,Lifestyle,Blazer Mid,10,1,8903.17,6499.3141,2024-12-31,Retail,Kolkata,3808.81,0.73,27.0,2690.5040999999997,141.56492086371472,2024,12,4
2025,Men,Lifestyle,Waffle One,9,2,5245.87,7658.9702,2024-08-01,Retail,Hyderabad,-1193.87,0.73,27.0,8852.840199999999,-13.485728568781802,2024,8,3
2025,Kids,Training,Flex Trainer,11,1,4554.97,2641.8826,2025-03-05,Retail,Hyderabad,2802.1,0.58,42.00000000000001,-160.2174,-1748.9361330292463,2025,3,1
2025,Kids,Training,ZoomX Invincible,12,4,6743.07,15643.922399999998,2024-10-09,Online,Pune,-277.41,0.58,42.00000000000001,15921.332399999998,-1.7423792998631198,2024,10,4
2026,Kids,Training,ZoomX Invincible,9,2,6584.055,7637.5037999999995,2024-01-05,Online,Kolkata,-264.65,0.58,42.00000000000001,7902.153799999999,-3.3490869286801277,2024,1,1
2026,Women,Soccer,Premier III,9,1,5255.98,3127.3080999999997,2024-10-01,Retail,Mumbai,111.21,0.595,40.5,3016.0980999999997,3.687214285238269,2024,10,4
2026,Kids,Lifestyle,Blazer Mid,12,1,6569.37,1051.0992,2024-08-10,Retail,Kolkata,2301.64,0.16,84.0,-1250.5407999999998,-184.05157192792112,2024,8,3
2026,Women,Training,Flex Trainer,8,4,6496.58,6756.4432,2024-09-25,Online,Delhi,495.62,0.26,74.0,6260.8232,7.916211401721103,2024,9,3
2026,Women,Running,Air Zoom,9,1,2491.06,1532.0019,2024-04-09,Retail,Bangalore,1660.44,0.615,38.5,-128.43810000000008,-1292.793960670548,2024,4,2
2027,Men,Training,SuperRep Go,10,3,5157.745,1237.8588,2024-11-14,Retail,Kolkata,126.1,0.08,92.0,1111.7588,11.342388295015068,2024,11,4
2027,Men,Soccer,Premier III,12,4,7204.01,20891.629,2025-06-15,Retail,Delhi,3951.42,0.725,27.500000000000004,16940.209000000003,23.32568624153338,2025,6,2
2027,Men,Basketball,Zoom Freak,12,3,6172.36,4073.7575999999995,2024-12-31,Online,Pune,-138.74,0.22,78.0,4212.4976,-3.2935330337042807,2024,12,4
2028,Kids,Soccer,Phantom GT,8,2,6466.57,12545.145799999998,2025-05-15,Retail,Pune,2305.1,0.97,3.0000000000000027,10240.045799999998,22.510641505138583,2025,5,2
2028,Women,Running,Pegasus Turbo,8,2,6047.945,12337.8078,2025-02-20,Online,Delhi,-417.11,1.02,-2.0000000000000018,12754.917800000001,-3.2701896361887957,2025,2,1
2028,Kids,Lifestyle,Waffle One,12,2,5254.485000000001,9983.5215,2025-02-01,Online,Delhi,2511.65,0.95,5.000000000000004,7471.871500000001,33.614737619617785,2025,2,1
2028,Men,Running,Free RN,9,1,7450.8,1564.668,2024-02-14,Online,Hyderabad,3303.01,0.21,79.0,-1738.3420000000003,-190.00921567792756,2024,2,1
2028,Men,Basketball,Kyrie Flytrap,7,4,2824.55,5592.609,2024-12-31,Online,Delhi,1123.78,0.495,50.5,4468.829000000001,25.147079917356425,2024,12,4
2028,Kids,Training,ZoomX Invincible,9,2,5474.79,6350.756399999999,2025-03-01,Online,Pune,-682.62,0.58,42.00000000000001,7033.376399999999,-9.705438201771772,2025,3,1
2028,Men,Training,Flex Trainer,12,3,3270.23,5150.61225,2024-12-31,Retail,Delhi,-946.86,0.525,47.5,6097.47225,-15.528729958549627,2024,12,4
2029,Men,Training,ZoomX Invincible,12,2,7050.14,7402.647000000001,2023-10-28,Online,Bangalore,-185.67,0.525,47.5,7588.317000000001,-2.446787607845059,2023,10,4
2029,Kids,Running,Free RN,8,2,5691.68,7626.851199999999,2024-12-31,Retail,Mumbai,2598.77,0.6699999999999999,33.00000000000001,5028.081199999999,51.68512393952589,2024,12,4
2029,Kids,Lifestyle,Dunk Low,10,2,8165.07,9879.734699999999,2024-12-31,Online,Pune,3469.45,0.605,39.5,6410.284699999999,54.12318114357698,2024,12,4
2029,Kids,Training,Metcon 7,10,2,6548.87,2619.5480000000002,2024-11-20,Online,Kolkata,3640.6,0.2,80.0,-1021.0519999999997,-356.55382879618287,2024,11,4
2029,Women,Running,React Infinity,9,2,7518.66,9247.951799999999,2024-12-16,Retail,Kolkata,2543.37,0.615,38.5,6704.581799999999,37.93480452427324,2024,12,4
2030,Men,Basketball,Air Jordan,10,2,5974.92,5915.1708,2024-12-18,Online,Hyderabad,2272.16,0.495,50.5,3643.0108,62.37038880038456,2024,12,4
2030,Men,Soccer,Phantom GT,9,2,3998.0,5797.099999999999,2024-12-31,Online,Bangalore,2911.5,0.725,27.500000000000004,2885.5999999999995,100.8975602994178,2024,12,4
2030,Women,Soccer,Premier III,10,1,9804.64,6961.294399999999,2025-02-08,Online,Bangalore,635.57,0.71,29.000000000000004,6325.724399999999,10.04738682576813,2025,2,1
2030,Men,Soccer,Mercurial Superfly,8,1,7150.045,5005.0315,2025-03-15,Online,Pune,-1193.55,0.7,30.000000000000004,6198.5815,-19.255211857745195,2025,3,1
2030,Women,Basketball,Air Jordan,11,2,6144.015,8601.621,2025-10-06,Retail,Mumbai,2717.93,0.7,30.000000000000004,5883.690999999999,46.194302182082644,2025,10,4
2030,Men,Soccer,Phantom GT,12,2,6319.755,13271.4855,2025-07-14,Retail,Hyderabad,-122.93,1.05,-5.000000000000004,13394.415500000001,-0.9177705440002216,2025,7,3
2030,Women,Soccer,Mercurial Superfly,9,2,2298.45,2735.1555,2024-12-09,Retail,Kolkata,-240.32,0.595,40.5,2975.4755,-8.076692279939794,2024,12,4
2031,Women,Soccer,Phantom GT,10,2,6356.455,7564.181449999999,2024-07-12,Online,Mumbai,3119.37,0.595,40.5,4444.811449999999,70.18002979631454,2024,7,3
2031,Kids,Running,Pegasus Turbo,10,2,3360.35,1008.1049999999999,2024-12-31,Retail,Delhi,1282.69,0.15,85.0,-274.58500000000015,-467.1376804996629,2024,12,4
2031,Men,Soccer,Premier III,9,4,3493.04,11457.171199999999,2024-05-09,Online,Delhi,350.7,0.82,18.000000000000004,11106.471199999998,3.1576185962648515,2024,5,2
2032,Kids,Lifestyle,Waffle One,6,1,5254.485000000001,3178.9634250000004,2025-03-08,Retail,Bangalore,2281.5,0.605,39.5,897.4634250000004,254.216487986683,2025,3,1
2032,Women,Soccer,Mercurial Superfly,10,2,4262.63,8184.2496,2024-10-16,Online,Kolkata,-596.41,0.96,4.0000000000000036,8780.6596,-6.792314326818909,2024,10,4
2032,Women,Lifestyle,Blazer Mid,12,1,7671.0650000000005,8208.039550000001,2025-11-04,Retail,Mumbai,-555.16,1.07,-7.000000000000006,8763.199550000001,-6.335129045418118,2025,11,4
2033,Kids,Lifestyle,Waffle One,8,2,5254.485000000001,6357.926850000001,2025-01-22,Online,Kolkata,-679.74,0.605,39.5,7037.6668500000005,-9.658598715851404,2025,1,1
2033,Women,Soccer,Premier III,9,1,5255.98,2049.8322,2024-12-31,Online,Kolkata,400.37,0.39,61.0,1649.4622,24.27275993351045,2024,12,4
2033,Kids,Soccer,Mercurial Superfly,8,4,6892.094999999999,18884.3403,2024-12-31,Retail,Pune,2310.9,0.685,31.499999999999993,16573.4403,13.943393514984335,2024,12,4
2033,Men,Soccer,Mercurial Superfly,12,1,7150.045,5183.782625,2024-12-31,Retail,Kolkata,-1005.71,0.725,27.500000000000004,6189.492625,-16.248666262850584,2024,12,4
2033,Women,Running,React Infinity,8,2,7006.295,11210.072,2024-07-23,Retail,Delhi,437.17,0.8,19.999999999999996,10772.902,4.058052324248378,2024,7,3
2034,Men,Basketball,Air Jordan,6,2,6235.71,6173.3529,2025-04-30,Retail,Delhi,-267.37,0.495,50.5,6440.7229,-4.1512420911634,2025,4,2
2035,Kids,Basketball,Zoom Freak,9,4,6021.235000000001,9152.2772,2024-11-17,Online,Bangalore,2914.83,0.38,62.0,6237.4472000000005,46.731137058763395,2024,11,4
2035,Men,Lifestyle,Dunk Low,10,3,3598.07,11873.631000000001,2024-12-31,Retail,Kolkata,3466.33,1.1,-10.000000000000009,8407.301000000001,41.229997593758085,2024,12,4
2036,Women,Soccer,Premier III,12,2,5255.98,7989.089599999999,2024-12-31,Online,Mumbai,2469.75,0.76,24.0,5519.339599999999,44.74720127748618,2024,12,4
2036,Men,Training,Metcon 7,9,3,6284.84,9898.623000000001,2025-02-15,Retail,Bangalore,-143.8,0.525,47.5,10042.423,-1.4319253431168952,2025,2,1
2037,Kids,Running,Pegasus Turbo,7,3,5653.14,17129.0142,2024-12-31,Retail,Pune,2776.96,1.01,-1.0000000000000009,14352.054200000002,19.348867843601088,2024,12,4
2037,Women,Lifestyle,Dunk Low,12,4,4722.755,23235.9546,2025-04-11,Online,Delhi,3651.05,1.23,-23.0,19584.9046,18.642163822437,2025,4,2
2037,Women,Running,React Infinity,12,2,7006.295,8617.74285,2024-10-04,Online,Delhi,438.39,0.615,38.5,8179.35285,5.359714980385031,2024,10,4
2038,Women,Training,ZoomX Invincible,12,1,7338.57,4072.9063499999993,2024-10-21,Retail,Delhi,3680.24,0.5549999999999999,44.50000000000001,392.6663499999995,937.2435402218715,2024,10,4
2038,Kids,Lifestyle,Air Force 1,9,2,7609.9,760.99,2024-12-31,Online,Delhi,788.86,0.05,95.0,-27.870000000000005,-2830.4987441693575,2024,12,4
2038,Kids,Running,Free RN,9,2,5691.68,9448.1888,2024-12-31,Online,Delhi,1163.21,0.83,17.000000000000004,8284.9788,14.03998764607581,2024,12,4
2039,Women,Training,Flex Trainer,8,2,2767.7,3487.3019999999997,2025-04-22,Retail,Hyderabad,-336.3,0.63,37.0,3823.602,-8.795371484793659,2025,4,2
2041,Kids,Soccer,Tiempo Legend,12,2,5553.88,7608.815600000001,2025-03-05,Online,Hyderabad,2371.66,0.685,31.499999999999993,5237.155600000001,45.2852689731044,2025,3,1
2041,Kids,Soccer,Tiempo Legend,8,1,4414.63,3024.0215500000004,2025-02-27,Online,Bangalore,1709.18,0.685,31.499999999999993,1314.8415500000003,129.99132861294197,2025,2,1
2041,Men,Training,Metcon 7,12,2,6284.84,4399.388,2025-07-05,Online,Hyderabad,1727.5,0.35,65.0,2671.888,64.65465618319331,2025,7,3
2042,Men,Basketball,Kyrie Flytrap,10,1,5254.47,2600.96265,2025-02-26,Retail,Bangalore,2459.63,0.495,50.5,141.33264999999983,1740.3126595305494,2025,2,1
2042,Women,Basketball,Kyrie Flytrap,10,3,5912.915,12417.1215,2025-04-19,Online,Hyderabad,-862.16,0.7,30.000000000000004,13279.2815,-6.492519945450362,2025,4,2
2042,Kids,Soccer,Tiempo Legend,10,4,8290.97,22717.2578,2024-12-30,Online,Delhi,-84.8,0.685,31.499999999999993,22802.0578,-0.3718962592928784,2024,12,4
2042,Men,Running,Air Zoom,9,2,4854.18,7766.688000000001,2024-12-31,Online,Delhi,-151.26,0.8,19.999999999999996,7917.948000000001,-1.9103434374663733,2024,12,4
2043,Kids,Running,React Infinity,6,2,5395.6,647.472,2025-03-07,Online,Delhi,2992.96,0.06,94.0,-2345.4880000000003,-127.60500160307791,2025,3,1
2043,Men,Training,Flex Trainer,12,4,6252.925,3001.404,2024-12-31,Online,Pune,-809.91,0.12,88.0,3811.314,-21.250151522545767,2024,12,4
2043,Men,Soccer,Premier III,12,2,3492.89,5379.0506,2024-05-02,Retail,Delhi,3770.75,0.77,23.0,1608.3005999999996,234.4555489191511,2024,5,2
2043,Women,Lifestyle,Waffle One,10,1,4934.05,3700.5375000000004,2024-10-13,Retail,Mumbai,497.69,0.75,25.0,3202.8475000000003,15.538985231110752,2024,10,4
2044,Kids,Training,SuperRep Go,9,3,4912.45,8547.662999999999,2023-09-06,Online,Delhi,2174.71,0.58,42.00000000000001,6372.952999999999,34.124055206432566,2023,9,3
2044,Men,Training,Flex Trainer,12,3,6252.925,9848.356875000001,2023-08-13,Online,Bangalore,1192.96,0.525,47.5,8655.396875000002,13.782845746169203,2023,8,3
2044,Kids,Soccer,Premier III,12,3,2068.95,5027.5485,2024-12-31,Retail,Delhi,-182.98,0.81,18.999999999999993,5210.528499999999,-3.5117359016460616,2024,12,4
2044,Kids,Lifestyle,Blazer Mid,9,3,4032.43,7318.860449999999,2024-12-31,Online,Hyderabad,2059.4,0.605,39.5,5259.460449999999,39.15610773344632,2024,12,4
2045,Kids,Lifestyle,Dunk Low,12,4,6122.674999999999,14816.873499999998,2025-04-06,Retail,Delhi,1833.94,0.605,39.5,12982.933499999997,14.125775195567321,2025,4,2
2045,Kids,Running,Pegasus Turbo,10,1,4891.02,3276.9834,2024-12-31,Online,Kolkata,-473.08,0.6699999999999999,33.00000000000001,3750.0634,-12.615253384782774,2024,12,4
2046,Kids,Running,Air Zoom,12,2,5837.53,12142.0624,2024-12-31,Online,Kolkata,1284.33,1.04,-4.0000000000000036,10857.7324,11.828712964043946,2024,12,4
2046,Men,Basketball,Air Jordan,10,2,9593.65,9497.7135,2025-11-01,Online,Hyderabad,1592.5,0.495,50.5,7905.2135,20.14493346700883,2025,11,4
2046,Kids,Basketball,LeBron 20,9,1,4934.46,4243.6356,2024-12-31,Retail,Kolkata,2237.95,0.86,14.000000000000002,2005.6855999999998,111.58029952451172,2024,12,4
2046,Men,Training,ZoomX Invincible,8,1,5091.2,2672.88,2025-10-07,Retail,Pune,1544.79,0.525,47.5,1128.0900000000001,136.93854213759536,2025,10,4
2046,Kids,Running,React Infinity,9,2,6070.1900000000005,8619.6698,2024-12-31,Online,Delhi,63.74,0.71,29.000000000000004,8555.9298,0.7449803994418001,2024,12,4
2046,Men,Soccer,Tiempo Legend,9,1,6041.3,4379.9425,2024-09-17,Online,Bangalore,1314.84,0.725,27.500000000000004,3065.1025,42.89709724226188,2024,9,3
2047,Men,Soccer,Phantom GT,9,4,6136.45,17795.704999999998,2024-12-17,Online,Kolkata,2790.51,0.725,27.500000000000004,15005.194999999998,18.59695925311201,2024,12,4
2047,Women,Training,SuperRep Go,10,1,8577.75,4760.65125,2024-06-13,Retail,Bangalore,2888.68,0.5549999999999999,44.50000000000001,1871.97125,154.31219897207288,2024,6,2
2048,Women,Basketball,Air Jordan,12,2,6144.015,8601.621,2024-10-27,Online,Bangalore,2875.86,0.7,30.000000000000004,5725.760999999999,50.22668602479218,2024,10,4
2048,Kids,Basketball,Air Jordan,12,2,8918.66,21226.410799999998,2024-02-14,Retail,Delhi,1889.03,1.19,-18.999999999999993,19337.3808,9.768799712523633,2024,2,1
2048,Men,Lifestyle,Waffle One,8,3,6216.29,17529.9378,2024-09-14,Online,Mumbai,-642.02,0.94,6.000000000000005,18171.9578,-3.5330260342118995,2024,9,3
